71, 191, 1356
71, 191, 1368
71, 191, 1380
71, 191, 1392
71, 191, 1404
71, 191, 1416
71, 191, 1428
71, 191, 1440
71, 191, 1452
71, 191, 1464
71, 191, 1476
71, 191, 1488
71, 191, 1500
71, 191, 1512
71, 191, 1524
71, 191, 1536
71, 191, 1548
71, 191, 1560
71, 191, 1572
71, 192, 1584
71, 192, 1596
71, 192, 1608
71, 195, 1620
71, 195, 1632
71, 199, 1644
71, 206, 1656
72, 213, 1668
72, 213, 1680
74, 220, 1692
79, 230, 1704
82, 235, 1716
82, 235, 1728
86, 240, 1740
90, 244, 1752
90, 244, 1764
92, 247, 1776
96, 250, 1788
99, 252, 1800
99, 252, 1812
103, 256, 1824
107, 258, 1836
107, 258, 1848
110, 261, 1860
115, 263, 1872
119, 266, 1884
119, 266, 1896
124, 269, 1908
131, 274, 1920
136, 277, 1932
136, 277, 1944
141, 279, 1956
146, 281, 1968
146, 281, 1980
150, 283, 1992
154, 284, 2004
157, 285, 2016
157, 285, 2028
161, 286, 2040
164, 287, 2052
164, 287, 2064
166, 287, 2076
168, 288, 2088
169, 288, 2100
169, 288, 2112
171, 288, 2124
173, 288, 2136
177, 288, 2148
177, 288, 2160
180, 289, 2172
183, 289, 2184
183, 289, 2196
187, 289, 2208
190, 289, 2220
194, 289, 2232
194, 289, 2244
198, 289, 2256
201, 289, 2268
201, 289, 2280
205, 289, 2292
208, 289, 2304
212, 288, 2316
212, 288, 2328
216, 287, 2340
221, 285, 2352
221, 285, 2364
225, 284, 2376
228, 282, 2388
231, 281, 2400
231, 281, 2412
235, 279, 2424
237, 278, 2436
240, 276, 2448
240, 276, 2460
243, 275, 2472
245, 273, 2484
245, 273, 2496
248, 272, 2508
251, 270, 2520
253, 268, 2532
253, 268, 2544
257, 266, 2556
259, 264, 2568
259, 264, 2580
261, 262, 2592
264, 259, 2604
268, 251, 2616
268, 251, 2628
280, 218, 2640
280, 218, 2652
280, 218, 2664
280, 218, 2676
280, 218, 2688
280, 218, 2700
280, 218, 2712
280, 218, 2724
280, 218, 2736
280, 218, 2748
280, 218, 2760
280, 218, 2772
280, 218, 2784
280, 218, 2796
280, 218, 2808
280, 218, 2820
280, 218, 2832
280, 218, 2844
280, 218, 2856
280, 218, 2868
280, 217, 2880
280, 217, 2892
280, 215, 2904
284, 209, 2916
284, 209, 2928
290, 196, 2940
295, 182, 2952
295, 182, 2964
299, 169, 2976
305, 149, 2988
306, 143, 3000
306, 143, 3012
307, 137, 3024
308, 132, 3036
308, 132, 3048
308, 128, 3060
308, 124, 3072
308, 120, 3084
308, 120, 3096
308, 116, 3108
308, 113, 3120
308, 113, 3132
308, 110, 3144
308, 107, 3156
308, 105, 3168
308, 105, 3180
307, 102, 3192
306, 98, 3204
305, 95, 3216
305, 95, 3228
304, 91, 3240
302, 87, 3252
301, 83, 3264
301, 83, 3276
299, 78, 3288
298, 75, 3300
298, 75, 3312
296, 71, 3324
294, 67, 3336
294, 67, 3348
292, 63, 3360
290, 59, 3372
286, 55, 3384
286, 55, 3396
282, 50, 3408
274, 43, 3420
268, 38, 3432
268, 38, 3444
261, 32, 3456
254, 28, 3468
254, 28, 3480
248, 24, 3492
241, 20, 3504
234, 16, 3516
